,id,username,bot_type,user_type,origin_tweet_date,degree,tweet_url
474,960,OneHealthEJP,self_declared,bot,2022-09-26,8,https://twitter.com/OneHealthEJP/status/1574244605842767878
475,1006,HatlaneBaloyi,spammer,bot,2022-09-28,8,https://twitter.com/HatlaneBaloyi/status/1575042746410496001
476,1073,Revista_FSL,self_declared,bot,2022-09-21,8,https://twitter.com/Revista_FSL/status/1572492120719761408
477,5,Captain_Obvio,false (human account),human,2022-10-26,7,https://twitter.com/Captain_Obvio/status/1585289061379571717
478,1021,singhpiya735,false (human account),human,2022-09-22,7,https://twitter.com/singhpiya735/status/1572957737285459968
479,241,LauraMiers,other,bot,2022-09-29,6,https://twitter.com/LauraMiers/status/1575390464932446208
480,1055,francois_emery,false (human account),human,2022-09-24,6,https://twitter.com/francois_emery/status/1573660469096841218
481,1065,PanAfricare_Ng,false (human account),human,2022-09-20,6,https://twitter.com/PanAfricare_Ng/status/1572328952865103883
482,124,ISGMH,false (human account),human,2022-10-21,5,https://twitter.com/ISGMH/status/1583264291448270848
483,1064,WeShieldUS,false (human account),human,2022-09-20,5,https://twitter.com/WeShieldUS/status/1572266958036295682
484,1071,GenHawaii,false (human account),human,2022-09-21,5,https://twitter.com/GenHawaii/status/1572434550558720005
